,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
24620,3,1,1,0.0,3,4,9,15.62,1.0,0.38,0,0.7
24621,1,2,1,9.0,2,3,17,12.98,1.0,0.33,1,0.2
24622,2,3,1,3.0,5,2,15,11.26,0.0,0.09,0,0.8
24623,2,2,1,4.0,6,4,16,14.84,0.0,0.22,1,0.3
24624,3,2,2,2.0,3,1,8,7.51,0.0,0.09,0,0.5
24625,1,2,2,5.0,6,4,12,14.46,0.0,0.2,1,0.4
24626,2,3,2,0.0,3,5,25,15.25,0.0,0.17,1,0.8
24627,3,2,1,3.0,5,4,12,15.62,1.0,0.19,1,1.0
24628,1,2,1,8.0,2,1,16,7.49,1.0,0.36,0,0.2
24629,1,2,2,6.0,1,2,24,9.88,0.0,0.3,0,0.2
24630,2,2,1,7.0,5,1,8,7.88,0.0,0.2,0,0.4
24631,3,2,1,5.0,6,2,8,11.71,1.0,0.18,0,0.5
24632,1,2,2,5.0,4,2,9,11.14,0.0,0.18,0,0.2
24633,1,1,2,1.0,1,1,5,5.42,0.0,0.19,0,0.4
24634,2,1,1,2.0,6,2,5,9.91,1.0,0.2,0,0.7
24635,2,3,2,12.0,3,6,25,18.3,0.0,0.27,0,0.7
24636,3,2,1,6.0,5,4,6,14.96,1.0,0.14,0,0.8
24637,2,4,2,10.0,3,1,20,7.88,0.0,0.07,0,0.4
24638,1,1,1,5.0,1,2,3,10.38,0.0,0.1,0,0.2
24639,1,2,3,0.0,2,1,11,9.63,0.0,0.2,0,0.4
24640,1,2,2,1.0,5,3,10,13.49,0.0,0.28,1,0.3
24641,1,1,1,3.0,2,2,4,12.42,0.0,0.17,0,0.3
24642,2,3,2,1.0,1,2,5,10.36,0.0,0.04,0,0.8
24643,3,3,3,10.0,6,1,6,6.03,0.0,0.05,0,0.6
24644,1,2,1,2.0,5,1,8,7.9,0.0,0.14,0,0.4
24645,1,2,1,3.0,2,1,5,5.42,0.0,0.1,0,0.3
24646,1,2,1,6.0,5,3,12,13.16,1.0,0.19,0,0.3
24647,2,2,1,8.0,6,2,3,10.74,0.0,0.03,0,0.8
24648,1,2,3,8.0,2,1,6,6.54,0.0,0.09,0,0.4
24649,1,2,2,8.0,4,1,6,6.03,0.0,0.09,0,0.2
24650,1,2,1,1.0,2,3,8,12.87,0.0,0.15,1,0.3
24651,1,2,2,6.0,2,1,15,6.91,0.0,0.18,0,0.4
24652,2,2,3,0.0,1,2,20,9.62,0.0,0.32,0,0.3
24653,2,1,1,6.0,4,1,10,6.99,1.0,0.31,0,0.3
24654,1,3,1,7.0,5,3,8,11.28,0.0,0.07,1,0.4
24655,1,2,1,6.0,4,2,2,11.12,0.0,0.03,0,0.4
24656,2,2,1,4.0,1,4,2,16.07,0.0,0.05,0,0.7
24657,4,1,1,2.0,2,2,7,12.69,0.0,0.23,0,1.5
24658,3,4,2,0.0,3,3,10,14.65,0.0,0.03,1,1.0
24659,3,3,2,13.0,6,4,8,14.84,0.0,0.08,0,0.9
24660,1,1,1,1.0,3,4,10,16.77,1.0,0.31,1,0.4
24661,1,2,2,7.0,3,4,8,14.54,1.0,0.14,1,0.2
24662,3,2,2,4.0,6,3,16,13.8,0.0,0.2,0,0.9
24663,3,1,1,14.0,1,2,8,11.86,1.0,0.25,0,0.5
24664,1,2,1,8.0,5,5,15,18.39,1.0,0.3,1,0.4
24665,1,2,1,2.0,2,1,8,7.51,0.0,0.15,0,0.4
24666,1,3,2,5.0,5,1,10,6.54,0.0,0.07,0,0.4
24667,4,2,2,5.0,1,1,6,8.59,0.0,0.14,0,1.1
24668,1,1,1,5.0,5,2,8,10.99,0.0,0.24,0,0.3
24669,3,1,3,18.0,1,1,7,6.03,0.0,0.31,0,1.2
24670,2,2,1,1.0,6,1,5,7.9,0.0,0.08,0,0.3
24671,1,2,1,6.0,1,4,8,17.58,0.0,0.18,1,0.2
24672,1,2,1,5.0,6,1,5,7.29,0.0,0.09,0,0.3
24673,2,1,2,2.0,3,1,11,8.94,0.0,0.35,0,0.8
24674,2,2,2,10.0,6,2,15,10.38,0.0,0.23,0,0.3
24675,2,2,2,12.0,6,2,7,9.91,0.0,0.13,0,0.8
24676,1,2,3,3.0,3,1,14,6.92,0.0,0.18,0,0.2
24677,2,2,1,5.0,3,3,5,14.22,0.0,0.07,0,0.8
24678,3,2,1,1.0,3,1,12,7.66,0.0,0.16,0,1.2
24679,3,2,1,4.0,4,3,7,13.35,0.0,0.15,1,1.3
24680,2,3,1,4.0,4,1,8,7.49,0.0,0.08,0,0.7
24681,1,1,1,0.0,4,3,6,13.79,1.0,0.19,0,0.4
24682,3,2,1,6.0,5,2,10,11.14,0.0,0.12,0,0.5
24683,5,1,3,23.0,4,1,7,7.49,0.0,0.24,0,2.0
24684,2,2,2,2.0,5,3,6,15.23,0.0,0.11,0,0.4
24685,4,2,2,14.0,1,1,14,6.62,0.0,0.31,0,1.2
24686,2,2,1,4.0,4,3,4,12.61,1.0,0.1,0,1.0
24687,2,2,2,7.0,6,3,5,13.92,0.0,0.07,0,0.7
24688,3,2,1,0.0,1,2,6,9.99,0.0,0.12,0,1.2
24689,2,3,3,7.0,3,3,12,13.49,0.0,0.1,1,0.6
24690,1,2,1,4.0,2,5,14,16.45,1.0,0.16,0,0.2
24691,1,2,1,5.0,6,3,10,13.49,0.0,0.12,0,0.2
24692,1,2,2,7.0,3,1,7,7.9,0.0,0.12,0,0.3
24693,2,3,2,3.0,6,4,8,13.24,0.0,0.05,1,0.8
24694,1,1,3,5.0,1,2,1,11.14,0.0,0.1,0,0.2
24695,1,2,1,2.0,1,1,1,6.03,0.0,0.03,0,0.2
24696,2,3,1,4.0,5,2,20,10.38,0.0,0.23,0,0.7
24697,1,2,2,7.0,1,1,4,6.39,0.0,0.06,0,0.3
24698,2,1,1,3.0,4,2,7,9.88,0.0,0.22,0,0.9
24699,1,3,1,6.0,4,3,10,12.99,0.0,0.1,1,0.2
24700,2,2,2,10.0,2,2,17,10.65,0.0,0.24,0,0.4
24701,3,3,2,6.0,3,1,14,6.03,0.0,0.13,0,1.4
24702,1,2,1,1.0,5,1,6,7.51,0.0,0.17,0,0.2
24703,1,1,2,9.0,1,1,6,6.62,1.0,0.27,0,0.2
24704,3,2,1,2.0,2,1,6,8.49,0.0,0.17,0,1.4
24705,1,3,2,4.0,1,2,9,9.64,1.0,0.09,0,0.3
24706,2,2,2,2.0,5,2,10,11.86,0.0,0.14,0,0.8
24707,5,2,2,13.0,4,3,2,13.72,0.0,0.03,1,2.4
24708,2,1,2,0.0,1,1,4,7.14,0.0,0.13,0,0.3
24709,4,3,2,5.0,6,1,14,8.9,0.0,0.07,0,1.6
24710,1,2,2,2.0,2,2,6,10.2,0.0,0.1,0,0.2
24711,2,1,2,3.0,6,2,5,11.99,1.0,0.15,0,0.5
24712,1,3,1,2.0,2,2,16,11.99,0.0,0.17,0,0.3
24713,2,2,1,3.0,4,4,9,16.89,0.0,0.23,0,0.5
24714,2,2,2,0.0,5,2,14,10.14,1.0,0.2,0,1.0
24715,2,3,1,2.0,1,4,10,15.28,1.0,0.1,1,0.2
24716,1,2,2,7.0,1,1,9,7.74,0.0,0.2,0,0.3
24717,2,1,2,0.0,2,4,7,15.31,1.0,0.25,0,0.4
24718,1,2,2,6.0,1,2,8,10.59,0.0,0.14,0,0.3
24719,1,1,1,2.0,4,2,2,12.21,0.0,0.04,0,0.4
24720,3,3,2,3.0,4,1,24,6.54,0.0,0.15,0,1.5
24721,3,2,1,1.0,4,2,3,10.0,0.0,0.07,0,0.6
24722,1,2,2,7.0,1,1,6,7.88,0.0,0.08,0,0.3
24723,1,2,1,4.0,2,1,5,6.99,0.0,0.13,0,0.2
24724,1,1,3,2.0,1,2,13,10.99,0.0,0.37,0,0.4
24725,1,3,2,7.0,2,2,25,11.12,0.0,0.19,0,0.3
24726,1,3,1,7.0,1,1,8,8.49,0.0,0.08,0,0.4
24727,3,2,1,2.0,3,3,9,13.49,0.0,0.2,0,1.5
24728,1,2,2,0.0,1,2,7,9.25,0.0,0.08,0,0.4
24729,1,1,2,5.0,2,2,12,10.99,0.0,0.34,0,0.2
24730,2,2,1,7.0,5,1,15,6.03,0.0,0.25,0,0.3
24731,1,1,1,3.0,4,3,15,13.22,1.0,0.47,0,0.3
24732,1,2,3,9.0,3,1,4,6.76,0.0,0.1,0,0.3
24733,1,1,1,0.0,4,3,1,13.57,1.0,0.08,0,0.3
24734,1,2,3,1.0,4,3,5,12.72,0.0,0.11,1,0.3
24735,3,1,1,3.0,4,2,3,11.49,1.0,0.09,0,0.6
24736,2,1,1,6.0,1,2,10,12.42,1.0,0.31,0,0.8
24737,2,1,1,6.0,1,1,7,7.9,0.0,0.3,0,0.7
24738,2,3,2,12.0,2,2,10,9.63,0.0,0.11,0,0.9
24739,1,2,1,7.0,3,2,5,10.39,0.0,0.08,0,0.3
24740,3,2,1,1.0,6,3,10,13.98,0.0,0.14,0,0.7
24741,2,2,2,12.0,6,1,15,5.99,0.0,0.38,0,0.9
24742,2,3,2,10.0,3,1,8,7.29,0.0,0.08,0,0.4
24743,1,1,1,7.0,5,2,3,10.75,1.0,0.11,0,0.2
24744,1,2,1,1.0,1,2,4,8.7,0.0,0.09,0,0.2
24745,2,1,1,3.0,2,3,4,14.27,1.0,0.13,1,0.2
24746,4,3,2,4.0,5,2,10,12.69,0.0,0.1,0,1.1
24747,3,2,1,3.0,4,2,2,11.49,0.0,0.04,0,1.7
24748,1,2,2,8.0,4,4,25,14.46,0.0,0.31,1,0.2
24749,1,3,1,2.0,2,1,9,6.99,0.0,0.05,0,0.3
24750,1,3,2,0.0,6,3,15,14.26,0.0,0.12,1,0.4
24751,3,2,2,14.0,5,2,25,10.62,1.0,0.39,0,0.5
24752,1,2,1,5.0,6,2,9,11.11,0.0,0.16,0,0.2
24753,3,2,1,8.0,3,3,5,13.57,0.0,0.1,1,0.8
24754,1,2,1,5.0,6,2,8,10.0,0.0,0.11,0,0.3
24755,3,2,2,3.0,2,3,10,13.61,0.0,0.15,0,0.9
24756,1,2,1,5.0,1,4,13,16.0,1.0,0.32,1,0.3
24757,1,2,1,0.0,3,5,8,16.0,1.0,0.17,0,0.4
24758,3,3,2,6.0,2,3,3,12.87,0.0,0.03,0,0.5
24759,3,3,2,4.0,5,4,12,15.65,1.0,0.07,1,0.5
24760,1,2,1,6.0,3,1,10,6.62,0.0,0.19,0,0.4
24761,1,2,2,3.0,2,3,8,13.79,0.0,0.13,1,0.3
24762,1,2,1,5.0,4,2,22,9.25,0.0,0.29,0,0.4
24763,3,2,1,4.0,5,2,14,12.69,0.0,0.19,0,0.7
24764,1,2,3,9.0,3,3,12,13.98,0.0,0.24,0,0.2
24765,3,3,2,2.0,5,2,3,10.65,0.0,0.03,0,1.4
24766,1,1,2,1.0,2,1,9,7.68,0.0,0.3,0,0.3
24767,3,1,1,0.0,4,3,8,11.34,0.0,0.23,0,0.9
24768,2,1,1,4.0,2,1,2,6.03,0.0,0.07,0,0.7
24769,1,2,1,2.0,5,1,5,7.49,0.0,0.1,0,0.2
24770,3,1,1,0.0,5,2,5,10.99,1.0,0.21,0,0.6
24771,2,2,2,14.0,3,1,4,8.9,0.0,0.07,0,0.9
24772,2,2,1,6.0,6,2,12,10.99,0.0,0.16,0,1.0
24773,3,1,1,15.0,4,3,11,14.79,1.0,0.31,1,0.6
24774,2,3,1,11.0,3,2,5,12.42,0.0,0.05,0,0.8
24775,3,2,1,2.0,5,3,4,12.61,0.0,0.08,1,0.8
24776,3,2,1,8.0,5,3,8,13.11,0.0,0.16,1,1.0
24777,2,1,3,3.0,4,1,5,6.62,0.0,0.15,0,0.8
24778,2,3,2,12.0,6,1,10,9.32,0.0,0.05,0,1.0
24779,1,1,1,1.0,3,1,4,7.49,0.0,0.13,0,0.4
24780,1,1,1,5.0,2,2,13,9.99,1.0,0.43,0,0.4
24781,2,2,1,3.0,3,2,12,11.71,0.0,0.14,0,0.3
24782,2,3,1,4.0,1,5,10,14.18,0.0,0.11,1,1.0
24783,1,2,1,1.0,1,3,6,12.99,0.0,0.16,1,0.2
24784,1,2,1,2.0,1,3,2,15.23,0.0,0.04,0,0.2
24785,3,2,1,4.0,4,4,10,16.29,0.0,0.22,0,1.5
24786,1,1,1,4.0,3,1,10,7.29,1.0,0.33,0,0.3
24787,1,3,2,4.0,5,1,8,7.51,0.0,0.07,0,0.4
24788,2,2,2,2.0,4,2,6,11.86,0.0,0.09,0,0.6
24789,1,1,1,4.0,4,3,4,14.17,0.0,0.12,0,0.3
24790,3,3,2,15.0,5,1,13,6.54,0.0,0.11,0,1.1
24791,3,2,1,1.0,3,2,3,12.21,0.0,0.05,0,0.5
24792,2,3,1,1.0,5,3,24,13.11,0.0,0.23,1,0.6
24793,2,2,2,13.0,4,2,25,11.86,0.0,0.63,0,0.7
24794,3,3,3,13.0,3,2,24,12.18,0.0,0.17,0,1.5
24795,3,2,2,10.0,6,2,15,12.42,0.0,0.2,0,0.7
24796,4,4,2,3.0,5,1,16,7.9,0.0,0.03,0,1.7
24797,3,2,1,6.0,6,2,7,10.74,1.0,0.14,0,1.6
24798,2,2,1,14.0,2,2,12,11.71,0.0,0.19,0,0.9
24799,5,1,1,0.0,1,2,4,9.99,0.0,0.2,0,3.0
24800,1,2,1,3.0,1,3,10,14.22,0.0,0.16,0,0.2
24801,2,3,1,11.0,2,3,7,11.66,0.0,0.06,1,0.7
24802,3,2,2,14.0,3,1,6,5.99,0.0,0.15,0,0.5
24803,2,1,1,2.0,1,3,3,13.23,1.0,0.2,0,0.7
24804,1,2,1,2.0,5,3,20,13.22,1.0,0.31,0,0.2
24805,2,2,1,3.0,2,2,10,9.88,0.0,0.29,0,0.8
24806,3,1,1,1.0,5,3,3,14.72,0.0,0.06,0,1.3
24807,1,3,2,3.0,3,1,10,5.79,0.0,0.07,0,0.2
24808,1,2,2,8.0,6,2,25,11.83,0.0,0.33,0,0.2
24809,2,2,1,8.0,2,4,15,14.09,1.0,0.31,1,0.5
24810,3,3,2,14.0,5,4,12,14.09,1.0,0.05,1,1.0
24811,2,3,3,13.0,3,1,11,8.49,0.0,0.07,0,0.7
24812,1,4,2,8.0,1,1,10,7.88,0.0,0.02,0,0.3
24813,1,3,2,6.0,3,3,25,13.8,0.0,0.26,0,0.4
24814,2,3,2,12.0,2,3,2,11.78,0.0,0.01,1,0.6
24815,2,3,2,13.0,5,2,10,12.21,0.0,0.11,0,0.7
24816,2,1,1,6.0,1,4,10,15.58,0.0,0.29,0,0.6
24817,1,1,1,2.0,2,1,8,8.59,1.0,0.34,0,0.2
24818,3,3,2,2.0,2,2,20,11.36,0.0,0.15,0,0.9
24819,1,1,1,3.0,4,5,5,16.32,1.0,0.23,0,0.3
24820,2,2,1,12.0,4,1,10,7.88,0.0,0.15,0,0.6
24821,2,3,2,3.0,4,4,25,14.61,0.0,0.22,0,0.5
24822,3,2,2,0.0,3,4,8,14.46,0.0,0.22,0,0.9
24823,1,2,2,5.0,1,1,12,5.99,0.0,0.15,0,0.2
24824,3,2,1,0.0,4,2,6,11.11,0.0,0.16,0,1.1
24825,1,2,2,6.0,1,2,10,10.99,0.0,0.17,0,0.4
24826,1,2,1,6.0,6,2,33,9.99,1.0,0.5,0,0.3
24827,3,2,2,3.0,6,4,25,15.58,1.0,0.32,0,0.5
24828,2,2,1,1.0,1,4,4,12.36,1.0,0.09,1,0.8
24829,1,2,2,0.0,5,2,15,12.18,0.0,0.19,0,0.4
24830,1,2,2,6.0,5,1,10,8.9,0.0,0.17,0,0.2
24831,2,2,2,11.0,2,4,12,14.11,1.0,0.15,0,0.6
24832,1,3,1,1.0,1,1,12,7.49,0.0,0.1,0,0.4
24833,1,1,1,6.0,3,3,8,14.27,1.0,0.23,0,0.2
24834,1,2,2,8.0,6,2,15,10.0,0.0,0.29,0,0.2
24835,2,2,1,1.0,2,4,8,15.65,1.0,0.13,0,1.0
24836,2,3,1,1.0,3,2,4,10.75,0.0,0.04,0,0.5
24837,4,3,2,31.0,3,2,18,9.91,0.0,0.1,0,1.1
24838,1,2,2,6.0,5,3,18,12.99,0.0,0.3,0,0.2
24839,1,3,2,4.0,4,2,3,11.49,0.0,0.03,0,0.4
24840,1,2,1,2.0,6,3,5,13.23,0.0,0.09,1,0.3
24841,1,2,1,8.0,2,1,12,7.88,0.0,0.17,0,0.4
24842,3,2,1,0.0,2,2,12,9.91,0.0,0.3,0,1.6
24843,5,2,1,1.0,5,1,16,7.9,1.0,0.36,0,1.9
24844,2,2,2,5.0,2,2,11,10.75,0.0,0.28,0,1.0
24845,2,3,2,13.0,5,2,18,12.42,0.0,0.11,0,0.6
24846,1,2,1,4.0,4,3,10,13.23,0.0,0.27,0,0.3
24847,3,1,1,6.0,1,3,4,12.84,1.0,0.22,0,0.5
24848,1,2,2,0.0,6,2,19,12.21,0.0,0.28,0,0.2
24849,2,3,2,0.0,4,4,30,16.77,0.0,0.3,1,0.6
24850,2,3,2,1.0,5,2,2,9.91,0.0,0.01,0,0.6
24851,1,3,2,9.0,4,1,6,8.9,0.0,0.06,0,0.3
24852,1,2,2,8.0,3,1,10,7.74,0.0,0.14,0,0.3
24853,1,2,1,6.0,2,3,8,14.26,0.0,0.15,1,0.4
24854,2,2,2,10.0,3,1,6,7.51,0.0,0.17,0,0.4
24855,2,2,2,2.0,1,1,12,6.99,0.0,0.15,0,0.6
24856,2,2,3,2.0,2,3,6,12.84,0.0,0.14,0,0.9
24857,1,2,3,8.0,4,1,6,6.99,0.0,0.09,0,0.2
24858,1,3,1,3.0,5,3,12,13.61,0.0,0.13,1,0.3
24859,3,2,2,17.0,6,1,11,7.51,1.0,0.24,0,0.8
24860,1,2,1,8.0,4,4,12,16.77,0.0,0.25,1,0.3
24861,3,2,2,4.0,2,2,6,11.49,0.0,0.07,0,0.7
24862,1,2,1,2.0,3,1,7,5.79,0.0,0.16,0,0.3
24863,4,1,3,1.0,6,3,4,13.61,0.0,0.16,0,1.2
24864,1,2,2,9.0,5,1,10,7.49,1.0,0.22,0,0.4
24865,2,1,3,0.0,2,1,12,8.49,0.0,0.46,0,0.6
24866,2,3,3,11.0,2,2,5,10.99,0.0,0.04,0,1.0
24867,2,1,1,0.0,5,3,2,11.54,0.0,0.06,0,0.5
24868,2,1,1,0.0,2,1,7,8.9,0.0,0.28,0,1.0
24869,2,1,1,6.0,2,2,12,11.71,1.0,0.39,0,0.2
24870,1,2,2,8.0,3,4,5,15.62,0.0,0.06,0,0.2
24871,1,2,1,1.0,1,1,10,7.49,0.0,0.26,0,0.4
24872,3,2,1,0.0,4,1,8,7.49,0.0,0.14,0,1.0
24873,2,2,1,5.0,2,1,3,7.14,0.0,0.07,0,0.5
24874,1,1,1,0.0,1,3,2,13.98,1.0,0.05,0,0.3
24875,2,1,1,8.0,4,2,11,9.91,1.0,0.37,0,0.6
24876,1,3,2,7.0,2,1,6,6.54,0.0,0.06,0,0.3
24877,1,1,3,1.0,5,4,9,15.05,0.0,0.39,0,0.4
24878,1,1,1,0.0,2,2,6,11.86,1.0,0.24,0,0.3
24879,3,1,3,4.0,4,3,2,13.47,0.0,0.08,0,1.3
24880,1,2,1,1.0,5,3,4,12.53,0.0,0.05,0,0.4
24881,2,2,2,1.0,2,2,8,11.46,1.0,0.11,0,0.8
24882,1,2,2,4.0,1,1,8,7.14,0.0,0.13,0,0.2
24883,1,3,2,7.0,1,1,10,6.62,0.0,0.1,0,0.3
24884,2,1,1,3.0,5,2,7,11.99,1.0,0.39,0,0.8
24885,1,2,1,1.0,4,1,1,7.68,0.0,0.03,0,0.4
24886,4,2,2,6.0,1,2,20,10.99,0.0,0.26,0,1.1
24887,1,3,2,6.0,3,1,8,5.79,0.0,0.09,0,0.4
24888,3,2,1,0.0,2,1,7,7.88,0.0,0.08,0,0.8
24889,3,3,2,12.0,3,2,8,11.86,0.0,0.08,0,0.7
24890,1,2,1,5.0,4,3,20,13.48,0.0,0.3,1,0.3
24891,2,2,1,6.0,4,1,6,8.94,0.0,0.1,0,0.9
24892,2,1,1,1.0,2,3,5,13.43,0.0,0.15,1,0.5
24893,1,3,2,2.0,3,2,20,10.62,0.0,0.21,0,0.4
24894,1,2,3,9.0,4,3,7,11.66,0.0,0.11,1,0.4
24895,2,3,1,10.0,6,5,25,16.7,0.0,0.19,1,0.7
24896,1,2,1,2.0,3,1,15,7.9,0.0,0.18,0,0.4
24897,1,3,2,6.0,1,2,7,9.88,0.0,0.07,0,0.3
24898,3,1,1,0.0,3,4,3,15.21,1.0,0.15,1,1.0
24899,1,2,2,5.0,1,2,12,10.74,0.0,0.19,0,0.4
24900,1,2,1,0.0,4,1,2,8.94,0.0,0.05,0,0.2
24901,2,3,2,2.0,6,2,8,10.59,1.0,0.08,0,0.9
24902,1,2,2,6.0,2,2,7,10.99,0.0,0.11,0,0.2
24903,1,2,1,4.0,2,4,5,14.84,1.0,0.13,1,0.2
24904,3,3,2,15.0,1,3,10,12.53,0.0,0.11,0,0.8
24905,4,3,1,16.0,4,2,10,10.37,0.0,0.09,0,1.7
24906,2,3,2,2.0,6,2,7,10.65,0.0,0.06,0,0.6
24907,1,2,2,5.0,3,1,4,5.99,0.0,0.07,0,0.2
24908,1,2,1,0.0,3,1,10,9.32,0.0,0.28,0,0.4
24909,1,3,2,6.0,3,4,25,15.33,0.0,0.25,1,0.2
24910,1,2,3,1.0,3,2,9,10.0,0.0,0.26,0,0.2
24911,1,2,1,8.0,1,2,15,9.45,0.0,0.24,0,0.4
24912,2,2,2,5.0,1,2,2,11.99,0.0,0.03,0,0.3
24913,2,3,2,0.0,6,1,5,7.51,0.0,0.05,0,0.5
24914,2,1,1,7.0,2,2,10,10.99,0.0,0.28,0,0.7
24915,2,2,1,3.0,3,2,12,10.25,0.0,0.17,0,0.9
24916,1,2,3,6.0,4,1,10,9.63,0.0,0.23,0,0.3
24917,3,1,2,7.0,1,1,5,7.51,1.0,0.26,0,1.7
24918,1,2,3,5.0,3,1,11,7.37,0.0,0.22,0,0.3
24919,2,2,3,11.0,4,4,16,16.89,0.0,0.21,1,0.5
24920,1,3,2,5.0,3,2,12,12.18,0.0,0.12,0,0.3
24921,2,2,1,5.0,4,4,10,15.05,0.0,0.21,0,0.2
24922,1,2,2,7.0,1,2,6,11.48,0.0,0.09,0,0.4
24923,1,2,2,6.0,6,1,15,5.79,0.0,0.33,0,0.2
24924,3,2,2,3.0,6,1,7,7.68,0.0,0.15,0,1.4
24925,2,3,1,4.0,3,3,10,13.23,0.0,0.11,1,0.2
24926,1,1,1,7.0,4,3,5,13.98,1.0,0.15,1,0.2
24927,2,2,2,1.0,1,1,9,6.92,0.0,0.16,0,0.7
24928,2,2,2,8.0,6,2,9,10.65,0.0,0.21,0,0.6
24929,1,1,1,4.0,6,4,9,15.05,1.0,0.28,1,0.4
24930,2,2,1,1.0,3,3,13,13.48,1.0,0.33,0,0.7
24931,4,2,2,15.0,2,2,12,11.14,1.0,0.17,0,1.6
24932,1,2,1,9.0,2,3,9,14.27,1.0,0.19,0,0.4
24933,2,3,2,12.0,4,1,10,5.42,0.0,0.1,0,0.8
24934,3,3,2,8.0,2,5,25,14.07,1.0,0.23,1,0.7
24935,1,2,1,6.0,1,1,4,7.51,0.0,0.07,0,0.3
24936,1,2,1,4.0,3,1,18,7.9,1.0,0.36,0,0.4
24937,2,2,2,5.0,6,4,8,15.58,0.0,0.18,0,0.9
24938,2,3,1,2.0,3,3,15,11.72,0.0,0.07,1,1.0
24939,3,1,1,1.0,5,1,10,8.49,1.0,0.4,0,1.0
24940,1,2,2,7.0,4,2,10,12.53,0.0,0.16,0,0.2
24941,1,2,1,1.0,1,3,5,12.68,1.0,0.14,0,0.4
24942,3,2,1,0.0,3,2,15,10.62,1.0,0.41,0,0.8
24943,1,1,2,0.0,4,4,5,14.11,1.0,0.22,1,0.4
24944,1,2,2,5.0,6,2,12,11.11,1.0,0.16,0,0.4
24945,1,2,1,2.0,2,1,5,7.9,0.0,0.09,0,0.3
24946,1,3,1,8.0,6,3,3,14.27,0.0,0.03,0,0.2
24947,1,1,1,0.0,2,3,4,14.35,0.0,0.17,0,0.2
24948,1,3,4,2.0,2,3,6,12.22,0.0,0.07,0,0.2
24949,1,2,1,6.0,2,2,12,9.99,1.0,0.23,0,0.4
24950,3,2,1,3.0,1,3,10,14.27,0.0,0.12,0,1.4
24951,3,2,1,10.0,6,2,13,9.91,1.0,0.3,0,0.6
24952,2,1,1,10.0,4,2,15,12.53,1.0,0.52,0,0.3
24953,2,2,1,1.0,3,3,15,13.16,0.0,0.3,0,0.9
24954,2,2,2,4.0,4,1,12,8.49,0.0,0.17,0,0.9
24955,2,1,1,7.0,4,1,6,8.9,0.0,0.2,0,1.0
24956,1,2,4,0.0,3,2,16,12.21,0.0,0.28,0,0.4
24957,3,3,1,0.0,3,1,16,6.17,0.0,0.16,0,0.9
24958,1,2,1,0.0,5,3,6,12.87,0.0,0.09,0,0.4
24959,2,3,2,14.0,6,1,15,6.54,1.0,0.13,0,0.6
24960,3,3,2,2.0,4,2,25,11.36,0.0,0.28,0,0.9
24961,1,2,2,2.0,1,2,15,11.83,0.0,0.23,0,0.2
24962,1,2,1,1.0,1,2,9,12.69,0.0,0.11,0,0.4
24963,3,3,2,8.0,1,1,20,7.49,0.0,0.17,0,0.6
24964,1,3,1,2.0,2,1,16,6.03,0.0,0.11,0,0.2
24965,2,3,2,8.0,6,1,6,7.51,0.0,0.05,0,0.4
24966,3,3,2,5.0,2,3,7,13.23,0.0,0.05,0,0.7
24967,3,2,3,5.0,3,1,11,6.03,0.0,0.24,0,1.4
24968,2,2,2,9.0,5,2,10,10.62,0.0,0.13,0,0.7
24969,2,1,1,5.0,3,1,6,5.79,0.0,0.2,0,0.8
24970,3,2,1,6.0,4,3,3,12.84,0.0,0.06,0,0.8
24971,2,2,2,11.0,4,1,10,7.49,0.0,0.12,0,0.8
24972,1,2,1,2.0,3,1,10,7.29,0.0,0.29,0,0.4
24973,3,3,3,17.0,4,1,3,7.75,0.0,0.02,0,0.8
24974,1,2,1,6.0,4,1,10,7.88,0.0,0.26,0,0.3
24975,1,2,1,8.0,3,3,10,13.49,0.0,0.2,0,0.3
24976,1,3,2,4.0,3,2,19,11.99,0.0,0.18,0,0.3
24977,2,2,1,10.0,6,2,15,10.75,0.0,0.3,0,0.2
24978,1,2,2,6.0,5,3,2,13.06,0.0,0.02,0,0.2
24979,1,2,1,3.0,4,1,8,6.17,0.0,0.13,0,0.3
24980,1,1,3,1.0,4,4,5,15.99,0.0,0.17,1,0.2
24981,3,1,2,3.0,3,4,2,15.65,0.0,0.06,0,0.6
24982,3,2,1,15.0,2,3,6,13.99,1.0,0.1,1,1.7
24983,3,2,2,9.0,6,2,13,9.25,1.0,0.21,0,1.0
24984,1,2,1,5.0,2,2,5,11.36,0.0,0.1,0,0.4
24985,3,2,1,4.0,5,4,20,14.61,1.0,0.43,1,1.3
24986,1,2,1,8.0,5,2,6,10.99,0.0,0.13,0,0.4
24987,3,2,1,3.0,3,2,10,10.74,0.0,0.16,0,0.6
24988,4,3,2,23.0,3,1,14,6.62,0.0,0.15,0,1.3
24989,3,2,2,3.0,4,3,4,13.11,1.0,0.06,0,1.0
24990,1,2,1,1.0,1,3,11,13.49,0.0,0.18,1,0.3
24991,1,1,1,2.0,5,2,2,10.25,1.0,0.2,0,0.2
24992,1,2,3,7.0,2,2,10,10.25,0.0,0.29,0,0.2
24993,2,2,1,2.0,3,1,4,7.88,0.0,0.07,0,0.9
