idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
22,60000,Aluguel,6,Médico,C,15000,13.35,0,0.25,S,3
26,54996,Aluguel,2,Personal,A,12000,7.88,0,0.22,N,4
22,72000,Hipoteca,7,Educativo,A,10000,NULL,0,0.14,N,2
21,30000,Aluguel,6,Pagamento de débitos,A,9200,6.62,1,0.31,N,3
56,70000,Hipoteca,7,Personal,B,15000,10.38,0,0.21,N,24
25,72000,Hipoteca,9,Pagamento de débitos,C,10000,14.27,1,0.14,N,3
26,110000,Aluguel,3,Melhora do lar,C,25000,NULL,0,0.23,S,2
33,66000,Aluguel,2,Empreendimento,D,6400,14.96,1,0.1,N,6
24,84000,Aluguel,1,Personal,A,12000,6.91,0,0.14,N,2
35,62000,Hipoteca,15,Pagamento de débitos,D,10000,15.33,1,0.16,N,10
26,46890,Aluguel,9,Personal,C,15000,12.99,1,0.32,S,3
28,64049,Hipoteca,7,Educativo,B,NULL,9.32,NULL,0.08,N,7
27,90000,Aluguel,0,Pagamento de débitos,A,20000,6.54,0,0.22,N,9
24,20856,Própria,NULL,Personal,B,10000,10.59,0,0.48,N,3
48,36655,Hipoteca,NULL,Melhora do lar,B,15000,12.69,1,0.41,N,16
37,186000,Própria,7,Empreendimento,A,3000,6.39,0,0.02,N,13
26,110000,Hipoteca,10,Melhora do lar,C,23750,12.99,0,0.22,S,4
38,125000,Aluguel,0,Educativo,A,12000,7.66,0,0.1,N,14
24,50000,Aluguel,8,Empreendimento,B,16000,10.62,1,0.32,N,2
37,95000,Hipoteca,10,Melhora do lar,C,3250,13.35,0,0.03,N,13
35,30000,Aluguel,0,Pagamento de débitos,B,3000,10.65,0,0.1,N,9
39,201000,Aluguel,6,Empreendimento,B,13500,11.49,0,0.07,N,14
33,48000,Aluguel,17,Pagamento de débitos,B,3500,11.86,0,0.07,N,10
24,140000,Hipoteca,5,Melhora do lar,B,25000,10.74,0,0.18,N,4
26,21600,Aluguel,0,Pagamento de débitos,B,5000,9.99,0,0.23,N,4
41,90000,Hipoteca,3,Educativo,A,3000,7.14,0,0.03,N,14
27,60000,Aluguel,1,Educativo,B,20000,10.99,1,0.33,N,6
24,75000,Aluguel,9,Médico,B,24000,10.37,1,0.32,N,3
23,70000,Aluguel,6,Empreendimento,C,6500,13.23,0,0.09,N,3
26,65935,Aluguel,1,Educativo,D,24250,14.96,1,0.37,N,4
24,76800,Aluguel,0,Educativo,A,6400,7.51,0,0.08,N,3
24,59600,Aluguel,8,Personal,A,10000,5.99,0,0.17,N,4
24,42000,Própria,8,Educativo,A,8000,6.62,0,0.19,N,4
26,40000,Aluguel,1,Médico,A,1400,7.74,0,0.04,N,3
24,43400,Aluguel,2,Pagamento de débitos,E,18000,16.63,1,0.41,S,2
30,113000,Hipoteca,4,Pagamento de débitos,D,30000,15.62,1,0.27,S,8
31,125000,Hipoteca,5,Médico,B,18000,11.99,0,0.14,N,7
36,33600,Própria,NULL,Personal,A,3000,8.49,0,0.09,N,14
27,36000,Hipoteca,6,Melhora do lar,C,7000,12.98,0,0.19,S,7
22,49000,Aluguel,3,Pagamento de débitos,D,9600,NULL,1,0.2,N,2
23,30000,Aluguel,1,Educativo,A,8400,NULL,1,0.28,N,3
27,110000,Hipoteca,3,Pagamento de débitos,B,25000,NULL,0,0.23,N,6
25,201000,Hipoteca,9,Pagamento de débitos,A,14000,7.66,0,0.07,N,4
33,35000,Aluguel,5,Médico,B,11200,10.36,1,0.32,N,9
25,153600,Hipoteca,1,Pagamento de débitos,A,18000,6.99,0,0.12,N,2
23,67000,Própria,7,Personal,C,6400,NULL,0,0.1,N,3
28,36000,Aluguel,1,Pagamento de débitos,B,4000,12.42,0,0.11,N,10
23,65000,Aluguel,7,Empreendimento,B,20000,11.49,1,0.31,N,3
22,93000,Aluguel,1,Educativo,B,21000,9.91,0,0.23,N,3
30,71000,Aluguel,8,Médico,B,8000,11.12,0,0.11,N,8
24,15120,Aluguel,4,Médico,A,1600,7.51,0,0.11,N,3
23,39000,Aluguel,7,Pagamento de débitos,B,2200,10.99,0,0.06,N,4
27,83604,Aluguel,2,Médico,B,11000,9.76,0,0.13,N,7
39,44500,Aluguel,5,Médico,A,6000,7.88,0,0.13,N,17
28,40000,Aluguel,2,Personal,B,7500,11.86,0,0.19,N,8
31,30000,Aluguel,0,Melhora do lar,A,10000,8.94,1,0.33,N,10
25,31000,Aluguel,1,Melhora do lar,D,6450,14.42,1,0.21,S,3
23,53664,Aluguel,1,Pagamento de débitos,B,9000,12.21,0,0.17,N,4
23,86000,Hipoteca,4,Empreendimento,A,10000,NULL,0,0.12,N,3
27,78262,Aluguel,4,Melhora do lar,B,11525,NULL,0,0.15,N,8
21,41004,Aluguel,5,Educativo,B,1500,NULL,0,0.04,N,3
23,61200,Hipoteca,2,Pagamento de débitos,A,10000,7.88,0,0.16,N,3
40,45600,Hipoteca,20,Melhora do lar,A,7000,6.62,0,0.15,N,17
29,30000,Aluguel,7,Melhora do lar,A,9000,6.91,1,0.3,N,8
22,32000,Aluguel,0,Personal,B,3200,10.2,0,0.1,N,3
26,65000,Hipoteca,NULL,Educativo,B,6000,11.36,0,0.09,N,4
24,62000,Aluguel,4,Personal,A,4800,7.14,0,0.08,N,3
41,82000,Hipoteca,18,Melhora do lar,A,12000,7.51,0,0.15,N,17
23,65000,Hipoteca,1,Pagamento de débitos,A,7000,8.49,0,0.11,N,4
34,45000,Hipoteca,1,Empreendimento,B,12000,11.86,0,0.27,N,9
28,58800,Hipoteca,11,Empreendimento,A,5500,6.76,0,0.09,N,9
27,80000,Hipoteca,1,Educativo,B,20000,11.36,0,0.25,N,8
25,25000,Própria,7,Médico,B,1525,10.95,0,0.06,N,2
27,50000,Própria,5,Personal,A,5275,NULL,0,0.11,N,5
21,60000,Aluguel,2,Médico,A,5000,8.49,0,0.08,N,4
24,52000,Aluguel,6,Pagamento de débitos,A,10000,7.88,0,0.19,N,4
28,50000,Aluguel,2,Empreendimento,A,14000,6.54,0,0.28,N,6
24,75000,Própria,8,Educativo,B,15000,NULL,0,0.2,N,2
23,59000,Hipoteca,0,Educativo,B,21600,11.89,0,0.37,N,2
26,45000,Aluguel,1,Empreendimento,B,6000,11.71,0,0.13,N,2
26,44000,Aluguel,4,Médico,A,5000,8.9,0,0.11,N,3
23,60000,Aluguel,2,Pagamento de débitos,A,5000,NULL,0,0.08,N,3
23,66200,Aluguel,5,Personal,A,8500,NULL,0,0.13,N,2
28,34000,Aluguel,4,Personal,D,10000,14.74,0,0.29,N,9
21,32400,Aluguel,2,Médico,C,10000,13.23,1,0.31,N,4
32,45000,Hipoteca,7,Educativo,A,4000,7.49,0,0.09,N,5
23,35000,Aluguel,5,Personal,B,4500,10.59,0,0.13,N,2
36,103000,Aluguel,6,Empreendimento,C,25000,12.53,1,0.24,S,15
35,66000,Aluguel,0,Melhora do lar,B,18000,9.99,0,0.27,N,8
25,50000,Aluguel,2,Melhora do lar,B,19000,10.99,1,0.38,N,4
22,112774,Hipoteca,6,Empreendimento,C,6400,13.06,0,0.06,S,4
36,62962,Aluguel,2,Educativo,B,15000,11.71,1,0.24,N,13
25,72000,Hipoteca,9,Educativo,A,3200,6.39,0,0.04,N,3
45,89000,Aluguel,5,Personal,B,19200,NULL,0,0.22,N,12
23,27000,Aluguel,4,Personal,C,7000,13.79,0,0.26,N,2
47,93000,Aluguel,1,Personal,B,10000,NULL,0,0.11,N,16
33,40000,Aluguel,17,Educativo,D,11175,14.96,0,0.28,S,5
39,60000,Aluguel,3,Melhora do lar,B,3800,10.37,0,0.06,N,14
24,64000,Própria,7,Empreendimento,E,6100,18.64,1,0.1,S,4
26,117000,Hipoteca,4,Médico,A,14400,NULL,0,0.12,N,3
27,101004,Hipoteca,2,Médico,A,11025,7.9,0,0.11,N,5
23,60000,Hipoteca,6,Educativo,A,1200,6.03,0,0.02,N,3
23,33000,Aluguel,0,Educativo,A,6500,7.51,0,0.2,N,2
29,130000,Hipoteca,13,Empreendimento,A,17500,8.94,0,0.13,N,9
30,36000,Aluguel,2,Pagamento de débitos,A,3200,7.88,0,0.09,N,10
25,42996,Hipoteca,4,Melhora do lar,A,12000,6.17,0,0.28,N,4
36,69000,Aluguel,20,Empreendimento,NULL,12000,NULL,0,NULL,N,2
22,40000,Hipoteca,0,Educativo,C,4000,12.73,0,0.1,S,2
60,60000,Própria,5,Personal,C,9000,13.8,0,0.15,N,27
31,741600,Hipoteca,3,Médico,B,12000,10.25,0,0.02,N,6
31,60000,Aluguel,5,Melhora do lar,A,12000,7.49,0,0.2,N,10
22,26400,Aluguel,0,Empreendimento,C,10000,13.49,1,0.38,N,3
26,24500,Aluguel,4,Personal,B,8875,10,1,0.36,N,2
23,25000,Hipoteca,0,Personal,C,4750,13.57,0,0.19,N,2
22,58000,Hipoteca,4,Médico,A,11050,6.54,0,0.19,N,4
23,140000,Hipoteca,0,Educativo,A,3500,5.79,0,0.03,N,3
40,38004,Aluguel,2,Médico,B,5600,11.58,0,0.15,N,17
26,75000,Aluguel,0,Pagamento de débitos,A,7000,8.9,0,0.09,N,4
25,31200,Aluguel,3,Médico,B,10000,9.91,1,0.32,N,4
21,71000,Hipoteca,5,Empreendimento,B,6000,NULL,0,0.08,N,4
25,50000,Hipoteca,9,Empreendimento,A,6400,8.32,0,0.13,N,4
22,52000,Hipoteca,0,Educativo,A,10000,7.88,0,0.19,N,3
29,108800,Hipoteca,1,Médico,F,18500,17.8,1,0.14,N,10
22,34404,Aluguel,2,Pagamento de débitos,D,7500,15.05,1,0.22,S,2
31,32496,Hipoteca,2,Personal,B,1800,9.63,0,0.06,N,10
36,70000,Hipoteca,6,Pagamento de débitos,NULL,30000,14.27,0,0.5,N,4
46,62047,Aluguel,4,Médico,A,9000,5.42,0,NULL,NULL,9
28,200000,Hipoteca,2,Médico,A,15000,8.9,0,0.07,N,10
25,51541,Aluguel,0,Pagamento de débitos,B,6000,12.18,0,0.12,N,4
24,85500,Hipoteca,8,Educativo,B,20675,10,0,0.24,N,2
31,97500,Hipoteca,3,Médico,A,6000,7.51,0,0.06,N,9
35,44000,Aluguel,3,Personal,C,16000,13.99,1,0.36,S,8
26,151900,Hipoteca,10,Melhora do lar,B,20000,11.26,1,0.13,N,3
30,26400,Hipoteca,4,Médico,A,5000,7.14,0,0.19,N,6
23,80000,Hipoteca,7,Educativo,B,17000,12.21,0,0.21,N,2
28,40000,Aluguel,2,Personal,B,14000,11.89,1,0.35,N,5
36,45000,Própria,4,Pagamento de débitos,D,8000,14.74,0,0.18,S,13
29,45000,Hipoteca,7,Personal,A,4000,6.17,0,0.09,N,9
28,140000,Hipoteca,12,Empreendimento,A,9000,5.99,0,0.06,N,9
24,90000,Hipoteca,4,Empreendimento,A,20000,7.9,0,0.22,N,3
27,130000,Hipoteca,NULL,Melhora do lar,B,12000,NULL,0,0.16,N,4
25,67000,Aluguel,9,Personal,C,5000,13.92,1,0.07,S,4
30,49110,Aluguel,2,Personal,B,19775,12.42,1,0.4,N,9
36,24960,Aluguel,3,Empreendimento,A,5000,6.62,0,0.2,N,15
26,60000,Aluguel,2,Médico,B,14000,12.69,0,0.23,N,4
23,36707,Aluguel,3,Personal,D,9250,16.32,0,0.25,S,4
23,69500,Própria,4,Empreendimento,A,16800,7.51,0,0.24,N,3
22,15000,Aluguel,3,Personal,A,4950,8.9,1,0.33,N,4
22,80000,Aluguel,0,Educativo,C,12000,13.47,0,0.15,N,3
34,70000,Hipoteca,7,Pagamento de débitos,B,17000,11.14,1,0.24,N,8
29,16800,Aluguel,4,Melhora do lar,A,5000,6.92,1,0.3,N,10
24,85392,Aluguel,9,Educativo,A,9600,7.29,0,0.11,N,3
26,72000,Hipoteca,10,Educativo,D,16000,NULL,0,0.22,N,3
33,58000,Aluguel,0,Empreendimento,B,NULL,12.21,0,NULL,N,4
29,52000,Aluguel,2,Educativo,C,2725,11.66,0,0.05,N,8
23,75885,Hipoteca,7,Médico,C,3000,11.03,0,0.04,S,4
28,54000,Aluguel,2,Educativo,C,13000,15.23,1,0.24,N,9
27,50000,Hipoteca,0,Personal,A,4000,NULL,0,0.08,N,9
32,120000,Hipoteca,16,Melhora do lar,B,5600,10.75,0,0.05,N,10
24,60000,Aluguel,5,Educativo,B,3500,11.86,0,0.06,N,4
29,140000,Hipoteca,4,Médico,A,24000,7.88,0,0.17,N,5
28,34000,Aluguel,1,Personal,D,3000,15.7,1,0.09,S,10
24,100000,Hipoteca,8,Empreendimento,A,6000,5.79,0,0.06,N,2
24,109500,Hipoteca,3,Educativo,B,3500,10.75,0,0.03,N,3
23,72858,NULL,7,Pagamento de débitos,B,7000,NULL,0,0.05,S,4
33,45000,Aluguel,2,Educativo,A,9600,8.49,0,0.21,N,5
21,75000,Hipoteca,4,Médico,B,25000,NULL,0,0.33,N,2
22,108803,Hipoteca,6,Médico,C,10000,12.23,1,0.08,N,4
40,45000,Aluguel,15,Educativo,B,24000,10.65,1,0.53,N,11
30,96300,Hipoteca,1,Educativo,C,18000,13.98,0,0.19,N,9
43,74000,Hipoteca,5,Médico,B,11000,9.91,0,0.15,N,15
41,38500,Aluguel,6,Médico,A,7500,8.49,0,0.19,N,12
22,9600,Aluguel,0,Empreendimento,A,1500,7.29,1,0.16,N,2
22,70550,Aluguel,4,Médico,E,12000,15.68,1,0.14,N,3
21,13806,Aluguel,6,Educativo,C,4750,12.73,1,0.34,S,2
30,28800,Hipoteca,6,Personal,C,6250,NULL,0,0.22,N,9
23,100000,NULL,0,Pagamento de débitos,A,NULL,12.98,0,0.08,S,2
27,45000,Aluguel,1,Educativo,NULL,6000,13.57,0,NULL,S,8
NULL,38400,Aluguel,NULL,Pagamento de débitos,A,15000,11.89,0,0.21,N,2
22,26004,Hipoteca,6,Personal,A,12000,7.88,1,0.46,N,4
35,117000,Aluguel,8,Personal,A,15000,9.63,0,0.13,N,8
24,40000,Hipoteca,2,Pagamento de débitos,A,3400,7.4,0,0.09,N,3
30,92700,Aluguel,1,Empreendimento,B,15000,11.99,0,0.16,N,5
25,54400,Aluguel,10,Médico,E,18000,16,1,0.28,S,2
21,20400,Aluguel,2,Personal,B,4500,10.99,0,0.22,N,2
23,105504,Aluguel,5,Empreendimento,E,15000,15.95,0,0.14,S,3
27,22296,Aluguel,5,Personal,D,1000,14.84,0,0.04,N,5
28,30416,Aluguel,7,Melhora do lar,D,7000,14.96,1,0.23,S,7
32,65000,Aluguel,16,Pagamento de débitos,C,12400,13.49,0,0.19,S,6
32,75000,Hipoteca,10,Personal,C,22000,13.92,0,0.29,N,10
26,100000,Hipoteca,7,Pagamento de débitos,A,7500,8.32,0,0.07,N,3
26,65000,Hipoteca,9,Educativo,A,20500,6.99,0,0.32,N,2
25,32004,Hipoteca,NULL,Médico,A,7200,5.42,0,0.22,N,4
32,74000,Hipoteca,1,Melhora do lar,A,1200,7.49,0,0.02,N,9
35,60000,Hipoteca,2,Pagamento de débitos,A,4000,6.03,0,0.07,N,7
31,125000,Hipoteca,4,Empreendimento,B,12500,11.48,0,0.1,N,10
36,81000,Hipoteca,9,Melhora do lar,NULL,NULL,14.72,0,0.09,N,7
22,45000,Hipoteca,5,Pagamento de débitos,C,5000,12.61,0,0.11,S,2
22,18000,Aluguel,1,Educativo,C,4000,10.91,1,0.22,S,4
24,123000,Hipoteca,6,Personal,B,4750,10.99,0,0.04,N,3
30,90000,Hipoteca,14,Personal,A,18000,8.49,0,0.2,N,7
23,62900,Aluguel,7,Médico,D,5000,14.84,1,0.07,N,4
23,80000,Aluguel,3,Pagamento de débitos,A,7200,8.9,0,0.09,N,2
27,76000,Aluguel,2,Médico,C,14500,12.73,0,0.19,N,10
NULL,40452,NULL,4,Educativo,B,4000,13.49,0,0.13,S,4
22,60000,Aluguel,4,Personal,B,6600,10.99,0,0.11,N,2
27,96000,NULL,NULL,Melhora do lar,A,7000,8.9,0,0.07,N,10
27,50055,Hipoteca,5,Empreendimento,B,15000,10.62,0,0.3,N,5
25,117014,Hipoteca,5,Empreendimento,A,8400,7.29,0,0.07,N,4
26,38000,Aluguel,0,Pagamento de débitos,B,6025,10.99,0,0.16,N,3
26,119000,Hipoteca,6,Empreendimento,D,15000,14.42,0,0.13,N,2
24,75000,Aluguel,2,Empreendimento,B,2000,9.99,0,0.03,N,4
29,60000,Aluguel,0,Médico,C,5000,14.22,1,0.08,N,9
34,39000,Aluguel,0,Melhora do lar,C,22400,NULL,1,0.57,S,9
25,NULL,Hipoteca,9,Empreendimento,D,12000,6.99,NULL,0.11,N,13
28,56700,Hipoteca,11,Empreendimento,B,15000,12.12,0,0.26,N,7
29,41700,Aluguel,0,Educativo,A,4500,NULL,0,0.11,N,6
24,40000,Aluguel,NULL,Personal,D,3000,17.27,1,0.07,S,2
23,200000,Hipoteca,7,Empreendimento,B,21000,12.69,0,0.1,N,2
25,78000,Hipoteca,4,Pagamento de débitos,B,2400,11.86,0,0.03,N,4
29,60000,Aluguel,7,Médico,B,12000,9.91,0,0.2,N,7
27,51996,Aluguel,7,Melhora do lar,C,7600,14.17,0,0.15,N,8
28,99400,Hipoteca,6,Médico,B,4800,NULL,0,0.05,N,7
25,NULL,Aluguel,8,Pagamento de débitos,B,5000,12.8,NULL,0.2,N,5
24,48000,Aluguel,8,Pagamento de débitos,B,5000,9.99,0,0.1,N,4
26,34200,Aluguel,1,Médico,C,3500,12.84,0,0.1,N,4
28,62000,Aluguel,4,Personal,C,7200,12.99,0,0.12,S,9
28,80000,Aluguel,2,Pagamento de débitos,B,15000,NULL,1,NULL,S,8
40,35000,Aluguel,17,Educativo,A,2400,NULL,0,0.07,N,16
24,37000,Aluguel,8,Educativo,D,10500,NULL,0,0.28,N,4
23,99000,Hipoteca,8,Educativo,A,1800,7.88,0,0.02,N,2
29,18000,Aluguel,5,Empreendimento,B,7000,10.99,1,0.39,N,5
23,190000,Hipoteca,5,Educativo,F,22000,17.58,1,0.12,S,3
22,41000,Aluguel,0,Educativo,A,8400,8.94,0,0.2,N,2
27,129996,Hipoteca,11,Personal,A,4800,9.63,0,0.04,N,9
45,31200,Aluguel,11,Personal,D,4000,14.96,0,0.13,S,17
26,34200,Aluguel,9,Médico,D,9450,15.62,1,0.28,N,3
24,21120,Aluguel,3,Personal,B,5000,11.71,1,0.24,N,2
34,65000,Aluguel,0,Educativo,A,17900,7.9,0,0.28,N,8
22,41000,Aluguel,5,Empreendimento,A,14000,NULL,1,0.34,N,3
23,48000,Aluguel,0,Educativo,B,2400,10.59,0,0.05,N,3
22,30000,Aluguel,0,Pagamento de débitos,E,6000,19.39,1,0.2,S,4
32,74000,Hipoteca,5,Personal,B,15000,11.11,0,0.2,N,7
24,65000,Aluguel,2,Melhora do lar,B,11400,11.89,0,0.18,N,3
35,74000,Hipoteca,9,Educativo,A,8200,8,0,0.11,N,5
22,75000,Hipoteca,6,Médico,B,25000,9.25,0,0.33,N,2
37,42000,Hipoteca,0,Médico,C,3000,15.23,0,0.07,S,11
25,54084,Aluguel,5,Melhora do lar,B,3500,9.25,0,0.06,N,2
22,85000,Aluguel,5,Educativo,B,3000,10.99,0,0.04,N,2
22,90000,Hipoteca,6,Educativo,A,16000,6.03,0,0.18,N,4
31,78996,Aluguel,5,Melhora do lar,A,6000,7.51,1,0.08,N,8
25,146990,Hipoteca,0,Empreendimento,B,28000,10.99,0,0.19,N,3
NULL,72000,Hipoteca,6,Educativo,NULL,9700,NULL,0,0.11,N,5
22,60000,Aluguel,0,Educativo,C,4400,15.23,0,0.07,S,3
22,77237,Hipoteca,0,Médico,A,5875,6.17,0,0.08,N,3
41,32000,Aluguel,0,Médico,C,5000,13.98,0,0.16,N,15
22,50000,Aluguel,2,Personal,B,8000,12.18,0,0.16,N,4
24,44400,Aluguel,0,Personal,B,1325,10,1,0.03,N,4
25,57000,Aluguel,4,Personal,B,21700,11.99,1,0.38,N,2
26,42000,Hipoteca,11,Educativo,D,15075,12.92,0,0.36,N,2
21,33000,Aluguel,4,Personal,B,8250,NULL,0,0.25,N,2
28,59160,Hipoteca,2,Personal,B,23500,NULL,0,0.4,N,6
23,48000,Aluguel,3,Pagamento de débitos,A,8000,8.49,0,0.17,N,2
28,25000,Aluguel,2,Educativo,C,3000,13.22,0,0.12,S,8
26,36000,Hipoteca,5,Personal,A,4000,NULL,0,0.11,N,3
25,44000,Aluguel,4,Educativo,A,6375,NULL,0,0.14,N,2
29,87204,Hipoteca,7,Médico,A,10000,9.32,0,0.11,N,8
24,24000,Aluguel,5,Personal,C,5500,14.27,0,0.23,S,3
24,NULL,Hipoteca,8,Empreendimento,D,5000,8.88,0,NULL,N,3
30,84000,Hipoteca,13,Melhora do lar,B,12000,11.11,0,0.14,N,9
22,92000,Aluguel,6,Empreendimento,F,20000,15.65,0,0.22,S,2
33,59000,Aluguel,17,Médico,B,9600,9.91,0,0.16,N,8
28,89400,Aluguel,12,Melhora do lar,D,5000,15.2,0,0.06,N,6
24,100300,Aluguel,3,Médico,B,7500,11.49,0,0.07,N,4
31,75000,Aluguel,0,Médico,B,5000,10.75,0,0.07,N,6
27,62000,Hipoteca,6,Pagamento de débitos,B,15000,NULL,0,0.24,N,8
25,153000,Aluguel,9,Pagamento de débitos,D,10000,14.96,1,0.07,S,4
21,24000,Aluguel,0,Educativo,C,4600,13.99,0,0.19,S,2
22,60000,Aluguel,0,Médico,B,15000,11.71,0,0.25,N,4
24,122000,Aluguel,4,Educativo,B,15000,11.58,0,0.12,N,3
26,80000,Hipoteca,5,Empreendimento,D,12000,16.29,0,0.15,N,2
34,75000,Hipoteca,3,Médico,A,3000,7.9,0,0.04,N,5
47,70000,Aluguel,2,Educativo,C,9000,12.87,0,0.13,N,14
26,102000,Hipoteca,3,Pagamento de débitos,B,20000,11.36,0,0.2,N,4
29,105996,Hipoteca,0,Pagamento de débitos,B,19400,NULL,0,0.18,N,6
27,50000,Própria,9,Educativo,A,3000,7.75,0,0.06,N,6
25,24000,Aluguel,6,Personal,A,7700,8.9,1,0.32,N,3
21,12000,Hipoteca,5,Pagamento de débitos,E,3250,15.68,1,0.27,S,2
24,37200,Hipoteca,5,Personal,A,13000,6.91,0,0.35,N,2
24,60000,Aluguel,0,Melhora do lar,B,6000,11.48,0,0.1,N,2
33,44000,Aluguel,1,Educativo,D,7500,12.92,1,0.17,S,6
23,80000,Aluguel,5,Empreendimento,B,5000,12.42,0,0.06,N,4
34,28000,Própria,1,Melhora do lar,B,3000,9.99,0,0.11,N,5
24,78000,Hipoteca,5,Pagamento de débitos,C,8000,13.22,0,0.1,N,2
29,51996,Aluguel,2,Pagamento de débitos,C,2000,13.72,0,0.04,S,6
35,42300,Aluguel,3,Personal,C,5500,13.06,0,0.13,N,8
28,100000,Hipoteca,0,Empreendimento,C,18000,13.99,0,0.18,S,6
29,120000,Hipoteca,8,Médico,A,28000,7.9,0,0.23,N,8
30,60000,Hipoteca,8,Médico,C,7400,13.11,0,0.12,N,8
27,57600,Própria,NULL,Empreendimento,C,3000,12.99,0,0.05,S,10
30,50000,Aluguel,6,Médico,C,10000,NULL,0,0.2,N,5
43,39996,Aluguel,1,Personal,B,4000,10.99,0,0.1,N,11
28,90522,Hipoteca,4,Pagamento de débitos,A,12000,6.91,0,0.13,N,9
25,60000,Aluguel,9,Personal,A,2500,8.63,0,0.04,N,3
23,48500,Hipoteca,8,NULL,B,10000,NULL,0,0.11,N,4
24,102996,Hipoteca,3,Empreendimento,A,20000,6.91,0,0.19,N,4
22,33000,Aluguel,1,Pagamento de débitos,B,5000,10.25,0,0.15,N,4
39,40000,Aluguel,5,Personal,D,6000,14.54,0,0.15,N,16
27,120000,Hipoteca,4,Melhora do lar,D,25000,16.07,0,0.21,S,10
37,42000,Aluguel,3,Personal,C,10200,13.16,0,0.24,N,14
29,66901,Hipoteca,13,Médico,C,9475,NULL,0,0.14,N,10
24,39000,Aluguel,4,Melhora do lar,C,8000,NULL,1,0.21,N,2
22,43200,Aluguel,2,Educativo,A,8000,5.99,0,0.19,N,3
26,39996,Aluguel,5,Educativo,C,4800,12.99,0,0.12,N,4
39,40000,Própria,4,Empreendimento,B,1000,10.37,0,0.03,N,16
24,60000,Hipoteca,0,Pagamento de débitos,A,6000,5.42,0,0.1,N,3
23,32993,Aluguel,6,Médico,B,4000,11.71,1,0.12,N,4
26,36000,Aluguel,7,Empreendimento,B,10000,NULL,0,0.28,N,3
40,90000,Aluguel,1,Educativo,B,2800,11.11,0,0.03,N,13
24,79000,Aluguel,2,Melhora do lar,A,13800,8.49,0,0.17,N,2
26,26989,Aluguel,2,Médico,C,1525,15.23,0,0.06,S,3
24,19000,Aluguel,4,Médico,A,3500,7.88,1,0.18,N,2
35,47400,Aluguel,2,Personal,D,14000,14.42,1,0.3,N,7
27,49200,Hipoteca,2,Pagamento de débitos,E,7500,16.32,1,0.15,N,7
26,53826,Hipoteca,10,Melhora do lar,C,8500,14.79,1,0.16,N,2
27,14400,Aluguel,3,Educativo,F,2500,18.3,1,0.17,N,7
23,27000,Aluguel,7,Pagamento de débitos,A,11000,8.59,1,0.41,N,4
34,55000,Aluguel,3,Pagamento de débitos,C,12000,13.16,0,0.22,N,8
24,54100,Aluguel,5,Empreendimento,A,4500,7.14,0,0.08,N,2
26,64000,Hipoteca,7,Melhora do lar,A,5000,6.62,0,0.08,N,2
30,48000,NULL,3,Empreendimento,C,6000,5.42,0,0.05,N,9
28,37000,Hipoteca,3,Melhora do lar,C,6000,12.53,1,0.16,N,9
22,82000,Hipoteca,6,Educativo,B,10750,9.25,0,0.13,N,3
31,55000,Hipoteca,15,Empreendimento,B,4000,12.42,0,0.07,N,9
27,140004,Hipoteca,11,Empreendimento,A,9800,5.42,0,0.07,N,6
30,49000,Aluguel,13,Educativo,B,5000,10.74,1,0.1,N,10
26,36000,Aluguel,2,Personal,B,5500,10.65,0,0.15,N,2
22,40800,Aluguel,5,Educativo,A,2000,6.62,0,0.05,N,3
24,100000,Hipoteca,8,Médico,A,6000,5.42,0,0.06,N,4
22,52800,Aluguel,6,Educativo,C,6000,11.97,1,0.11,N,2
22,60000,Aluguel,5,Empreendimento,A,3500,5.42,0,0.06,N,2
35,76000,Hipoteca,6,Personal,A,10000,5.42,0,0.13,N,10
31,65000,Aluguel,2,Melhora do lar,A,3000,5.42,0,0.05,N,5
24,30000,Aluguel,2,Personal,A,3000,7.49,0,0.1,N,3
24,34000,Hipoteca,0,Pagamento de débitos,B,10000,12.18,0,0.29,N,4
32,40100,Aluguel,3,Médico,C,7175,12.99,0,0.18,S,6
23,78000,Aluguel,0,Médico,B,6000,9.99,0,0.08,N,2
39,49000,Aluguel,2,Pagamento de débitos,D,12000,14.59,1,0.24,N,14
39,75000,Aluguel,0,Empreendimento,A,8000,6.54,0,0.11,N,15
26,36000,Hipoteca,10,Melhora do lar,C,5000,12.29,1,0.14,S,3
26,92795,Hipoteca,10,NULL,B,25000,20.16,1,NULL,N,10
31,26900,Aluguel,1,Empreendimento,A,8325,7.51,1,0.31,N,7
22,46000,Aluguel,4,Educativo,A,5000,7.88,0,0.11,N,2
25,56000,Aluguel,2,Personal,B,3000,12.69,0,0.05,N,3
22,48000,Aluguel,0,Educativo,A,1000,7.29,0,0.02,N,2
21,26400,Própria,2,Empreendimento,A,4000,7.51,0,0.15,N,4
23,83000,NULL,7,Educativo,NULL,16000,12.87,1,0.42,S,3
22,100000,Aluguel,0,Personal,B,20000,12.21,0,0.2,N,3
23,96260,Hipoteca,NULL,Educativo,D,25200,15.65,0,0.26,N,2
